# NAME: p18
# COMMENT: # graphs from a website, used for isomorphism testing. # http://funkybee.narod.ru/graphs.htm
# These are graphs in the MQLIB instance library [2] all have a 0.912 approximation ratio with respect to GW. For these instances, the optimal cut is also always 2/3 of the total number of edges.
# [2] Iain Dunning, Swati Gupta, and John Silberholz. 2018. What works best when? A systematic evaluation of heuristics for Max-Cut and QUBO. INFORMS Journal on Computing 30, 3 (2018), 608–624.
40 240
1 2 1
1 10 1
1 12 1
1 19 1
1 21 1
1 22 1
1 23 1
1 29 1
1 33 1
1 38 1
1 39 1
1 40 1
2 8 1
2 13 1
2 15 1
2 16 1
2 22 1
2 27 1
2 28 1
2 31 1
2 33 1
2 34 1
2 37 1
3 4 1
3 9 1
3 14 1
3 16 1
3 17 1
3 21 1
3 29 1
3 31 1
3 32 1
3 33 1
3 37 1
3 39 1
4 12 1
4 13 1
4 20 1
4 21 1
4 22 1
4 23 1
4 24 1
4 26 1
4 31 1
4 34 1
4 36 1
5 7 1
5 14 1
5 17 1
5 22 1
5 23 1
5 24 1
5 25 1
5 27 1
5 31 1
5 37 1
5 38 1
5 40 1
6 8 1
6 15 1
6 16 1
6 18 1
6 21 1
6 23 1
6 24 1
6 25 1
6 26 1
6 32 1
6 33 1
6 38 1
7 15 1
7 19 1
7 20 1
7 30 1
7 31 1
7 32 1
7 33 1
7 34 1
7 36 1
7 38 1
7 39 1
8 9 1
8 12 1
8 14 1
8 20 1
8 23 1
8 28 1
8 30 1
8 31 1
8 32 1
8 40 1
9 10 1
9 11 1
9 13 1
9 17 1
9 20 1
9 25 1
9 33 1
9 34 1
9 38 1
9 40 1
10 18 1
10 23 1
10 25 1
10 26 1
10 30 1
10 31 1
10 34 1
10 35 1
10 37 1
10 39 1
11 13 1
11 21 1
11 22 1
11 24 1
11 27 1
11 28 1
11 30 1
11 32 1
11 35 1
11 38 1
11 39 1
12 14 1
12 15 1
12 17 1
12 24 1
12 29 1
12 30 1
12 34 1
12 35 1
12 38 1
13 14 1
13 15 1
13 18 1
13 19 1
13 23 1
13 36 1
13 37 1
13 38 1
14 16 1
14 18 1
14 19 1
14 22 1
14 25 1
14 30 1
14 39 1
15 17 1
15 20 1
15 21 1
15 25 1
15 35 1
15 37 1
15 39 1
16 26 1
16 27 1
16 34 1
16 35 1
16 36 1
16 38 1
16 39 1
16 40 1
17 19 1
17 23 1
17 26 1
17 27 1
17 28 1
17 33 1
17 35 1
18 19 1
18 20 1
18 24 1
18 27 1
18 29 1
18 31 1
18 33 1
18 35 1
19 21 1
19 26 1
19 28 1
19 32 1
19 34 1
19 40 1
20 22 1
20 26 1
20 27 1
20 29 1
20 39 1
20 40 1
21 25 1
21 27 1
21 30 1
21 31 1
21 40 1
22 25 1
22 26 1
22 32 1
22 33 1
22 35 1
23 27 1
23 32 1
23 36 1
23 39 1
24 28 1
24 33 1
24 34 1
24 37 1
24 39 1
24 40 1
25 28 1
25 29 1
25 34 1
25 36 1
26 28 1
26 30 1
26 37 1
26 38 1
27 29 1
27 30 1
27 34 1
28 29 1
28 31 1
28 36 1
28 39 1
29 32 1
29 36 1
29 37 1
29 38 1
30 33 1
30 36 1
30 37 1
31 35 1
31 38 1
32 34 1
32 35 1
32 37 1
33 36 1
35 36 1
35 40 1
36 40 1
37 40 1
