#Connected random regular graph with degree chosen uniformly from valid degrees
#Uses algorithm from Kim and Vu. See: https://networkx.org/documentation/stable/reference/generated/networkx.generators.random_graphs.random_regular_graph.html
#d=9
#Edge Weights: Uniform from {1,2,...,9,10}
# These are the instances of up to 19 nodes that were used in our paper "Bridging  classical and quantum with SDP initialized warm-starts for QAOA" [3]. The precise details for how these instances were constructed can be found in [3].
# [3]  Reuben Tate, Majid Farhadi, Creston Herold, Greg Mohler,and  Swati  Gupta,  “Bridging  classical and quantum with SDP initialized warm-starts for QAOA,” arXiv preprint arXiv:2010.14021  (2020).
16 72
5 8 9
5 13 1
5 3 8
5 10 8
5 1 5
5 4 9
5 2 3
5 7 8
5 16 4
8 1 5
8 4 6
8 12 5
8 16 3
8 10 4
8 3 2
8 6 10
8 9 8
2 4 9
2 16 8
2 7 7
2 12 4
2 15 6
2 11 9
2 14 1
2 13 3
4 12 4
4 15 8
4 11 10
4 7 7
4 3 2
4 13 4
9 14 6
9 10 7
9 6 4
9 15 6
9 11 6
9 16 1
9 12 9
9 1 4
14 6 4
14 13 2
14 3 5
14 11 5
14 10 4
14 15 2
14 7 4
11 12 6
11 16 3
11 1 3
11 13 9
11 3 2
12 15 4
12 10 1
12 6 10
12 16 9
6 7 8
6 3 2
6 13 4
6 1 8
6 15 3
7 15 8
7 16 7
7 3 1
7 13 5
1 16 5
1 13 1
1 10 8
1 3 7
16 15 6
10 3 6
10 15 6
10 13 1
