#Connected random regular graph with degree chosen uniformly from valid degrees
#Uses algorithm from Kim and Vu. See: https://networkx.org/documentation/stable/reference/generated/networkx.generators.random_graphs.random_regular_graph.html
#d=12
#Edge Weights: Uniform from {-10,-9,...,9,10}\{0}
# These are the instances of up to 19 nodes that were used in our paper "Bridging  classical and quantum with SDP initialized warm-starts for QAOA" [3]. The precise details for how these instances were constructed can be found in [3].
# [3]  Reuben Tate, Majid Farhadi, Creston Herold, Greg Mohler,and  Swati  Gupta,  “Bridging  classical and quantum with SDP initialized warm-starts for QAOA,” arXiv preprint arXiv:2010.14021  (2020).
13 78
6 10 3
6 7 -9
6 3 -8
6 9 -7
6 13 -3
6 2 9
6 12 -5
6 5 10
6 1 2
6 4 10
6 11 -5
6 8 -1
10 7 -2
10 9 8
10 5 7
10 3 3
10 12 -10
10 11 5
10 4 -10
10 2 -6
10 8 -2
10 1 -8
10 13 7
7 2 2
7 8 5
7 11 -1
7 4 2
7 3 9
7 12 -2
7 13 -8
7 5 -5
7 9 -10
7 1 -4
5 8 7
5 9 -3
5 13 6
5 1 5
5 4 -6
5 11 -10
5 2 6
5 12 -10
5 3 1
8 13 8
8 1 -10
8 12 -2
8 4 -8
8 11 -10
8 3 -3
8 2 -2
8 9 6
2 4 6
2 12 -9
2 3 -2
2 11 7
2 1 -6
2 13 8
2 9 9
4 12 -2
4 1 3
4 11 -2
4 3 -9
4 13 7
4 9 9
11 12 4
11 1 10
11 9 -9
11 13 8
11 3 5
12 1 -5
12 9 4
12 13 -1
12 3 9
9 3 7
9 1 1
9 13 -1
3 1 -3
3 13 -3
1 13 5
