#Connected random regular graph with degree chosen uniformly from valid degrees
#Uses algorithm from Kim and Vu. See: https://networkx.org/documentation/stable/reference/generated/networkx.generators.random_graphs.random_regular_graph.html
#d=10
#Edge Weights: For positive integers k, we have an edge weight of +2^k with probability 2^(-k-1) and an edge weight of -2^k with probability 2^(-k-1)
# These are the instances of up to 19 nodes that were used in our paper "Bridging  classical and quantum with SDP initialized warm-starts for QAOA" [3]. The precise details for how these instances were constructed can be found in [3].
# [3]  Reuben Tate, Majid Farhadi, Creston Herold, Greg Mohler,and  Swati  Gupta,  “Bridging  classical and quantum with SDP initialized warm-starts for QAOA,” arXiv preprint arXiv:2010.14021  (2020).
16 80
4 16 1
4 2 -2
4 12 -1
4 8 2
4 11 1
4 7 -1
4 14 -2
4 10 -8
4 3 -8
4 6 -1
16 1 -32
16 10 1
16 7 -1
16 9 -1
16 14 -1
16 13 4
16 5 1
16 3 1
16 12 -1
5 8 4
5 9 -1
5 13 1
5 14 2
5 1 -1
5 11 1
5 6 -8
5 12 1
5 7 -1
8 1 -2
8 12 2
8 15 64
8 10 -8
8 6 4
8 14 1
8 2 2
8 9 1
6 10 2
6 7 2
6 14 2
6 3 1
6 9 -4
6 13 -1
6 12 -1
10 1 2
10 3 8
10 12 -2
10 15 -8
10 11 4
10 2 1
2 7 -2
2 12 -1
2 3 4
2 15 -8
2 11 2
2 13 4
2 9 -2
9 14 1
9 15 -8
9 11 32
9 1 -1
9 13 -2
14 12 2
14 15 1
14 1 -1
14 7 2
7 15 32
7 11 4
7 3 -32
7 1 -1
1 15 -1
1 11 4
1 13 -2
15 13 -4
15 3 -2
15 11 -1
12 13 -2
12 3 4
13 3 1
13 11 1
3 11 32
