#Connected random regular graph with degree chosen uniformly from valid degrees
#Uses algorithm from Kim and Vu. See: https://networkx.org/documentation/stable/reference/generated/networkx.generators.random_graphs.random_regular_graph.html
#d=12
#Edge Weights: Uniform from {-10,-9,...,9,10}\{0}
# These are the instances of up to 19 nodes that were used in our paper "Bridging  classical and quantum with SDP initialized warm-starts for QAOA" [3]. The precise details for how these instances were constructed can be found in [3].
# [3]  Reuben Tate, Majid Farhadi, Creston Herold, Greg Mohler,and  Swati  Gupta,  “Bridging  classical and quantum with SDP initialized warm-starts for QAOA,” arXiv preprint arXiv:2010.14021  (2020).
16 96
7 10 -8
7 2 -4
7 8 8
7 11 -2
7 3 8
7 14 1
7 15 7
7 12 7
7 5 -8
7 16 3
7 1 7
7 6 -2
10 15 -4
10 9 -9
10 14 -1
10 4 7
10 2 -1
10 13 9
10 6 10
10 3 8
10 16 -5
10 11 6
10 8 -2
8 13 10
8 1 -10
8 4 -2
8 9 -5
8 3 8
8 12 7
8 15 1
8 14 1
8 2 -9
8 11 2
13 4 -9
13 2 -2
13 9 8
13 5 3
13 3 -2
13 14 10
13 15 -9
13 1 10
13 11 7
13 16 -1
1 5 -7
1 2 3
1 12 8
1 6 -2
1 9 7
1 3 -5
1 16 -9
1 4 9
1 14 -9
2 12 3
2 16 7
2 4 -4
2 15 -2
2 5 -1
2 3 8
2 14 3
4 12 5
4 6 2
4 16 3
4 11 1
4 5 2
4 14 3
4 9 -2
3 6 -8
3 12 -3
3 9 -4
3 14 -10
3 5 -5
3 11 -9
6 9 -4
6 12 7
6 5 5
6 15 5
6 11 -4
6 14 6
6 16 2
12 16 -6
12 15 9
12 14 -7
12 11 5
12 9 9
9 16 7
9 5 -3
9 11 -1
9 15 2
11 5 -4
11 15 -1
11 16 -2
5 16 2
5 14 -4
5 15 -9
16 15 6
15 14 -9
