#Connected Newman Watts Strogatz Graph where each node is connected to k nearest nodes. Probability of rewiring each edge is p.
#See: https://networkx.org/documentation/stable/reference/generated/networkx.generators.random_graphs.newman_watts_strogatz_graph.html
#k=4
#p=0.9429099210997735
#Edge Weights: Uniform from {1,2,...,9,10}
# These are the instances of up to 19 nodes that were used in our paper "Bridging  classical and quantum with SDP initialized warm-starts for QAOA" [3]. The precise details for how these instances were constructed can be found in [3].
# [3]  Reuben Tate, Majid Farhadi, Creston Herold, Greg Mohler,and  Swati  Gupta,  “Bridging  classical and quantum with SDP initialized warm-starts for QAOA,” arXiv preprint arXiv:2010.14021  (2020).
16 62
1 2 1
1 16 10
1 3 9
1 15 4
1 7 1
1 12 3
1 13 2
1 11 5
1 8 3
2 3 9
2 4 8
2 16 9
2 11 1
2 6 3
2 7 8
3 4 10
3 5 10
3 11 9
3 6 3
4 5 5
4 6 4
4 11 2
4 12 9
4 9 4
4 13 6
5 6 8
5 7 4
5 14 4
5 12 2
6 7 4
6 8 6
6 12 2
6 13 2
6 11 6
7 8 6
7 9 3
7 11 8
7 15 7
8 9 4
8 10 9
9 10 4
9 11 3
9 16 2
9 12 10
9 14 2
10 11 2
10 12 3
10 15 5
10 13 1
11 12 8
11 13 4
11 16 6
11 14 7
12 13 5
12 14 3
12 15 4
13 14 1
13 15 1
13 16 9
14 15 3
14 16 2
15 16 2
