#Connected Erdos-Renyi graph with p chosen uniformly from [0,1]
#p=0.9688624208548323
#Edge Weights: For positive integers k, we have an edge weight of +2^k with probability 2^(-k-1) and an edge weight of -2^k with probability 2^(-k-1)
# These are the instances of up to 19 nodes that were used in our paper "Bridging  classical and quantum with SDP initialized warm-starts for QAOA" [3]. The precise details for how these instances were constructed can be found in [3].
# [3]  Reuben Tate, Majid Farhadi, Creston Herold, Greg Mohler,and  Swati  Gupta,  “Bridging  classical and quantum with SDP initialized warm-starts for QAOA,” arXiv preprint arXiv:2010.14021  (2020).
13 76
1 2 -1
1 3 2
1 4 1
1 5 2
1 6 -1
1 7 -32
1 8 8
1 9 1
1 10 -2
1 11 8
1 12 1
1 13 8
2 3 -4
2 4 -4
2 5 -4
2 6 -1
2 7 -1
2 8 -2
2 9 4
2 10 4
2 11 -1
2 12 1
2 13 1
3 4 1
3 5 -1
3 6 1
3 7 -1
3 8 1
3 9 1
3 10 -1
3 11 -1
3 12 -1
3 13 1
4 5 16
4 6 2
4 7 -2
4 8 -2
4 9 1
4 10 2
4 12 -2
4 13 8
5 6 256
5 7 -2
5 8 2
5 9 -1
5 10 1
5 11 4
5 12 -1
5 13 1
6 7 8
6 8 -4
6 9 8
6 10 -1
6 11 -8
6 12 -1
6 13 2
7 8 2
7 9 -1
7 10 -1
7 11 -2
7 12 1
7 13 4
8 9 -1
8 10 32
8 12 -1
8 13 -1
9 10 16
9 11 -1
9 12 -1
9 13 1
10 11 1
10 12 1
10 13 1
11 12 -8
11 13 4
12 13 -1
