#Connected Erdos-Renyi graph with p chosen uniformly from [0,1]
#p=0.9688624208548323
#Edge Weights: Uniform from {1,2,...,9,10}
# These are the instances of up to 19 nodes that were used in our paper "Bridging  classical and quantum with SDP initialized warm-starts for QAOA" [3]. The precise details for how these instances were constructed can be found in [3].
# [3]  Reuben Tate, Majid Farhadi, Creston Herold, Greg Mohler,and  Swati  Gupta,  “Bridging  classical and quantum with SDP initialized warm-starts for QAOA,” arXiv preprint arXiv:2010.14021  (2020).
13 76
1 2 3
1 3 7
1 4 9
1 5 2
1 6 3
1 7 3
1 8 8
1 9 7
1 10 2
1 11 7
1 12 5
1 13 2
2 3 7
2 4 1
2 5 2
2 6 6
2 7 8
2 8 2
2 9 6
2 10 2
2 11 3
2 12 4
2 13 9
3 4 7
3 5 2
3 6 2
3 7 9
3 8 3
3 9 9
3 10 4
3 11 5
3 12 3
3 13 3
4 5 1
4 6 1
4 7 6
4 8 2
4 9 6
4 10 9
4 12 3
4 13 10
5 6 10
5 7 2
5 8 4
5 9 10
5 10 9
5 11 10
5 12 1
5 13 9
6 7 9
6 8 8
6 9 1
6 10 9
6 11 4
6 12 1
6 13 6
7 8 2
7 9 9
7 10 8
7 11 9
7 12 6
7 13 8
8 9 4
8 10 9
8 12 4
8 13 9
9 10 9
9 11 4
9 12 1
9 13 10
10 11 6
10 12 3
10 13 5
11 12 9
11 13 6
12 13 6
